5,4,1,17,5,3818,3758,3758
5,5,5,1,17,3559,3818,3758
5,6,5,5,1,3554,3559,3818
7,7,5,5,5,3324,3554,3559
2,8,7,5,5,3194,3324,3554
7,9,2,7,5,3398,3194,3324
8,10,7,2,7,3218,3398,3194
1,11,8,7,2,3197,3218,3398
0,12,1,8,7,3083,3197,3218
27,13,0,1,8,3083,3083,3197
12,14,27,0,1,3083,3083,3083
6,15,12,27,0,3043,3083,3083
1,16,6,12,27,2901,3043,3083
3,17,1,6,12,2845,2901,3043
3,18,3,1,6,2861,2845,2901
6,19,3,3,1,2809,2861,2845
3,20,6,3,3,2756,2809,2861
0,21,3,6,3,2794,2756,2809
1,22,0,3,6,2839,2794,2756
4,23,1,0,3,2739,2839,2794
0,24,4,1,0,2637,2739,2839
1,25,0,4,1,2627,2637,2739
1,26,1,0,4,2519,2627,2637
4,27,1,1,0,2506,2519,2627
1,28,4,1,1,2467,2506,2519
1,29,1,4,1,2668,2467,2506
5,30,1,1,4,2671,2668,2467
2,31,5,1,1,2281,2671,2668
2,32,2,5,1,2527,2281,2671
7,33,2,2,5,2764,2527,2281
9,34,7,2,2,2613,2764,2527
12,35,9,7,2,2411,2613,2764
15,36,12,9,7,2596,2411,2613
29,37,15,12,9,2729,2596,2411
23,38,29,15,12,2697,2729,2596
33,39,23,29,15,2792,2697,2729
7,40,33,23,29,2944,2792,2697
25,41,7,33,23,2955,2944,2792
90,42,25,7,33,3427,2955,2944
213,43,90,25,7,3570,3427,2955
316,44,213,90,25,3835,3570,3427
489,45,316,213,90,3998,3835,3570
319,46,489,316,213,4315,3998,3835
330,47,319,489,316,4431,4315,3998
481,48,330,319,489,4509,4431,4315
578,49,481,330,319,4621,4509,4431
658,50,578,481,330,4605,4621,4509
553,51,658,578,481,4608,4605,4621
507,52,553,658,578,4794,4608,4605
464,53,507,553,658,4763,4794,4608
271,54,464,507,553,4863,4763,4794
66,55,271,464,507,4895,4863,4763
37,56,66,271,464,5067,4895,4863
17,57,37,66,271,5345,5067,4895
7,58,17,37,66,5146,5345,5067
12,59,7,17,37,5241,5146,5345
10,60,12,7,17,5065,5241,5146
4,61,10,12,7,5089,5065,5241
10,62,4,10,12,5058,5089,5065
6,63,10,4,10,5105,5058,5089
3,64,6,10,4,4994,5105,5058
2,65,3,6,10,4977,4994,5105
8,66,2,3,6,5072,4977,4994
10,67,8,2,3,5121,5072,4977
10,68,10,8,2,4826,5121,5072
6,69,10,10,8,4615,4826,5121
6,70,6,10,10,4749,4615,4826
4,71,6,6,10,4590,4749,4615
10,72,4,6,6,4651,4590,4749
7,73,10,4,6,4644,4651,4590
10,74,7,10,4,4849,4644,4651
11,75,10,7,10,4991,4849,4644
2,76,11,10,7,4795,4991,4849
10,77,2,11,10,4688,4795,4991
10,78,10,2,11,4769,4688,4795
26,79,10,10,2,4750,4769,4688
36,80,26,10,10,4635,4750,4769
71,81,36,26,10,4573,4635,4750
39,82,71,36,26,4551,4573,4635
42,83,39,71,36,4465,4551,4573
28,84,42,39,71,4668,4465,4551
16,85,28,42,39,4553,4668,4465
50,86,16,28,42,4576,4553,4668
38,87,50,16,28,4690,4576,4553
87,88,38,50,16,4786,4690,4576
79,89,87,38,50,4676,4786,4690
68,90,79,87,38,4801,4676,4786
58,91,68,79,87,4792,4801,4676
190,92,58,68,79,4919,4792,4801
227,93,190,58,68,4886,4919,4792
10,94,227,190,58,4820,4886,4919
4,95,10,227,190,4754,4820,4886
9,96,4,10,227,5218,4754,4820
12,97,9,4,10,5167,5218,4754
8,98,12,9,4,5194,5167,5218
9,99,8,12,9,5248,5194,5167
12,100,9,8,12,5171,5248,5194
8,101,12,9,8,5008,5171,5248
8,102,8,12,9,5023,5008,5171
19,103,8,8,12,5111,5023,5008
31,104,19,8,8,5027,5111,5023
24,105,31,19,8,4934,5027,5111
73,106,24,31,19,4994,4934,5027
125,107,73,24,31,5029,4994,4934
80,108,125,73,24,5307,5029,4994
103,109,80,125,73,5257,5307,5029
73,110,103,80,125,5538,5257,5307
42,111,73,103,80,5376,5538,5257
14,112,42,73,103,5385,5376,5538
7,113,14,42,73,5210,5385,5376
15,114,7,14,42,5703,5210,5385
9,115,15,7,14,5344,5703,5210
9,116,9,15,7,5285,5344,5703
15,117,9,9,15,5288,5285,5344
8,118,15,9,9,5277,5288,5285
11,119,8,15,9,5196,5277,5288
6,120,11,8,15,5495,5196,5277
9,121,6,11,8,5031,5495,5196
11,122,9,6,11,4918,5031,5495
6,123,11,9,6,4897,4918,5031
18,124,6,11,9,4877,4897,4918
11,125,18,6,11,4879,4877,4897
11,126,11,18,6,4899,4879,4877
24,127,11,11,18,4793,4899,4879
15,128,24,11,11,4691,4793,4899
34,129,15,24,11,4594,4691,4793
27,130,34,15,24,4671,4594,4691
23,131,27,34,15,4443,4671,4594
11,132,23,27,34,4385,4443,4671
20,133,11,23,27,4547,4385,4443
11,134,20,11,23,4497,4547,4385
2,135,11,20,11,4273,4497,4547
3,136,2,11,20,4441,4273,4497
4,137,3,2,11,4246,4441,4273
7,138,4,3,2,4184,4246,4441
9,139,7,4,3,4117,4184,4246
7,140,9,7,4,4167,4117,4184
4,141,7,9,7,4178,4167,4117
3,142,4,7,9,3902,4178,4167
5,143,3,4,7,3934,3902,4178
9,144,5,3,4,3857,3934,3902
21,4,10,7,6,3493,3570,3570
7,5,21,10,7,3617,3493,3570
10,6,7,21,10,3387,3617,3493
8,7,10,7,21,3406,3387,3617
6,8,8,10,7,3315,3406,3387
9,9,6,8,10,3427,3315,3406
10,10,9,6,8,3250,3427,3315
16,11,10,9,6,3127,3250,3427
12,12,16,10,9,3173,3127,3250
19,13,12,16,10,3024,3173,3127
4,14,19,12,16,2966,3024,3173
3,15,4,19,12,2884,2966,3024
0,16,3,4,19,3045,2884,2966
4,17,0,3,4,2954,3045,2884
4,18,4,0,3,2880,2954,3045
3,19,4,4,0,2592,2880,2954
2,20,3,4,4,2772,2592,2880
10,21,2,3,4,2643,2772,2592
1,22,10,2,3,2605,2643,2772
0,23,1,10,2,2637,2605,2643
0,24,0,1,10,2676,2637,2605
3,25,0,0,1,2638,2676,2637
1,26,3,0,0,2822,2638,2676
2,27,1,3,0,2607,2822,2638
3,28,2,1,3,2696,2607,2822
2,29,3,2,1,2539,2696,2607
5,30,2,3,2,2594,2539,2696
1,31,5,2,3,2619,2594,2539
4,32,1,5,2,2601,2619,2594
2,33,4,1,5,2522,2601,2619
5,34,2,4,1,2641,2522,2601
7,35,5,2,4,2603,2641,2522
11,36,7,5,2,2637,2603,2641
21,37,11,7,5,2766,2637,2603
17,38,21,11,7,2825,2766,2637
17,39,17,21,11,2919,2825,2766
4,40,17,17,21,3169,2919,2825
5,41,4,17,17,3122,3169,2919
9,42,5,4,17,3680,3122,3169
10,43,9,5,4,3889,3680,3122
9,44,10,9,5,4011,3889,3680
67,45,9,10,9,4241,4011,3889
140,46,67,9,10,4275,4241,4011
345,47,140,67,9,4418,4275,4241
577,48,345,140,67,4753,4418,4275
677,49,577,345,140,4789,4753,4418
450,50,677,577,345,4750,4789,4753
585,51,450,677,577,4849,4750,4789
523,52,585,450,677,4989,4849,4750
424,53,523,585,450,4945,4989,4849
357,54,424,523,585,5161,4945,4989
126,55,357,424,523,5190,5161,4945
90,56,126,357,424,5320,5190,5161
47,57,90,126,357,5256,5320,5190
53,58,47,90,126,5077,5256,5320
40,59,53,47,90,5039,5077,5256
12,60,40,53,47,4967,5039,5077
5,61,12,40,53,5353,4967,5039
8,62,5,12,40,5129,5353,4967
6,63,8,5,12,4823,5129,5353
5,64,6,8,5,5146,4823,5129
7,65,5,6,8,5016,5146,4823
4,66,7,5,6,4998,5016,5146
10,67,4,7,5,5086,4998,5016
6,68,10,4,7,4788,5086,4998
4,69,6,10,4,4881,4788,5086
10,70,4,6,10,4882,4881,4788
3,71,10,4,6,4706,4882,4881
2,72,3,10,4,4900,4706,4882
8,73,2,3,10,4837,4900,4706
6,74,8,2,3,5012,4837,4900
4,75,6,8,2,5008,5012,4837
10,76,4,6,8,4823,5008,5012
7,77,10,4,6,4962,4823,5008
5,78,7,10,4,4698,4962,4823
5,79,5,7,10,4663,4698,4962
4,80,5,5,7,4845,4663,4698
6,81,4,5,5,4759,4845,4663
7,82,6,4,5,4897,4759,4845
12,83,7,6,4,4872,4897,4759
8,84,12,7,6,4786,4872,4897
5,85,8,12,7,4717,4786,4872
5,86,5,8,12,4675,4717,4786
5,87,5,5,8,4889,4675,4717
14,88,5,5,5,4716,4889,4675
7,89,14,5,5,4707,4716,4889
5,90,7,14,5,4694,4707,4716
4,91,5,7,14,4616,4694,4707
6,92,4,5,7,4650,4616,4694
24,93,6,4,5,5003,4650,4616
10,94,24,6,4,4916,5003,4650
14,95,10,24,6,4907,4916,5003
8,96,14,10,24,5331,4907,4916
7,97,8,14,10,5117,5331,4907
17,98,7,8,14,5225,5117,5331
11,99,17,7,8,5564,5225,5117
14,100,11,17,7,5466,5564,5225
2,101,14,11,17,5320,5466,5564
13,102,2,14,11,5073,5320,5466
13,103,13,2,14,5271,5073,5320
27,104,13,13,2,4913,5271,5073
26,105,27,13,13,5213,4913,5271
56,106,26,27,13,5242,5213,4913
59,107,56,26,27,5291,5242,5213
39,108,59,56,26,5539,5291,5242
53,109,39,59,56,5628,5539,5291
67,110,53,39,59,5698,5628,5539
23,111,67,53,39,5265,5698,5628
16,112,23,67,53,5330,5265,5698
14,113,16,23,67,5289,5330,5265
21,114,14,16,23,5362,5289,5330
14,115,21,14,16,5325,5362,5289
9,116,14,21,14,5134,5325,5362
10,117,9,14,21,5326,5134,5325
13,118,10,9,14,5248,5326,5134
14,119,13,10,9,5379,5248,5326
17,120,14,13,10,5174,5379,5248
10,121,17,14,13,5150,5174,5379
8,122,10,17,14,5025,5150,5174
6,123,8,10,17,5206,5025,5150
12,124,6,8,10,5101,5206,5025
11,125,12,6,8,5083,5101,5206
11,126,11,12,6,4957,5083,5101
45,127,11,11,12,5084,4957,5083
75,128,45,11,11,4853,5084,4957
104,129,75,45,11,4802,4853,5084
152,130,104,75,45,4898,4802,4853
76,131,152,104,75,4763,4898,4802
19,132,76,152,104,4736,4763,4898
23,133,19,76,152,4657,4736,4763
9,134,23,19,76,4298,4657,4736
5,135,9,23,19,4346,4298,4657
7,136,5,9,23,4411,4346,4298
6,137,7,5,9,4384,4411,4346
7,138,6,7,5,4294,4384,4411
4,139,7,6,7,4341,4294,4384
1,140,4,7,6,4156,4341,4294
3,141,1,4,7,4231,4156,4341
1,142,3,1,4,4117,4231,4156
4,143,1,3,1,3843,4117,4231
9,144,4,1,3,3920,3843,4117
9,4,5,15,17,3760,3850,3850
11,5,9,5,15,3671,3760,3850
6,6,11,9,5,3539,3671,3760
13,7,6,11,9,3468,3539,3671
8,8,13,6,11,3442,3468,3539
3,9,8,13,6,3411,3442,3468
4,10,3,8,13,3275,3411,3442
7,11,4,3,8,3245,3275,3411
8,12,7,4,3,3200,3245,3275
3,13,8,7,4,3148,3200,3245
2,14,3,8,7,3155,3148,3200
5,15,2,3,8,2997,3155,3148
1,16,5,2,3,2936,2997,3155
3,17,1,5,2,2920,2936,2997
2,18,3,1,5,2892,2920,2936
0,19,2,3,1,2786,2892,2920
0,20,0,2,3,2879,2786,2892
1,21,0,0,2,2707,2879,2786
1,22,1,0,0,2645,2707,2879
1,23,1,1,0,2570,2645,2707
0,24,1,1,1,2560,2570,2645
7,25,0,1,1,2506,2560,2570
4,26,7,0,1,2409,2506,2560
4,27,4,7,0,2563,2409,2506
3,28,4,4,7,2632,2563,2409
2,29,3,4,4,2498,2632,2563
3,30,2,3,4,2613,2498,2632
9,31,3,2,3,2352,2613,2498
1,32,9,3,2,2528,2352,2613
5,33,1,9,3,2561,2528,2352
3,34,5,1,9,2696,2561,2528
4,35,3,5,1,2704,2696,2561
7,36,4,3,5,2732,2704,2696
5,37,7,4,3,2743,2732,2704
14,38,5,7,4,2720,2743,2732
19,39,14,5,7,2859,2720,2743
1,40,19,14,5,3066,2859,2720
5,41,1,19,14,3131,3066,2859
5,42,5,1,19,3564,3131,3066
16,43,5,5,1,3652,3564,3131
21,44,16,5,5,3849,3652,3564
97,45,21,16,5,4062,3849,3652
316,46,97,21,16,4144,4062,3849
513,47,316,97,21,4293,4144,4062
584,48,513,316,97,4514,4293,4144
667,49,584,513,316,4721,4514,4293
657,50,667,584,513,4547,4721,4514
565,51,657,667,584,4556,4547,4721
588,52,565,657,667,4924,4556,4547
496,53,588,565,657,4754,4924,4556
236,54,496,588,565,4867,4754,4924
27,55,236,496,588,4991,4867,4754
27,56,27,236,496,5004,4991,4867
19,57,27,27,236,4930,5004,4991
12,58,19,27,27,5059,4930,5004
26,59,12,19,27,5109,5059,4930
30,60,26,12,19,5070,5109,5059
11,61,30,26,12,5162,5070,5109
6,62,11,30,26,4986,5162,5070
9,63,6,11,30,4965,4986,5162
2,64,9,6,11,4847,4965,4986
5,65,2,9,6,5065,4847,4965
3,66,5,2,9,4907,5065,4847
6,67,3,5,2,4718,4907,5065
1,68,6,3,5,4820,4718,4907
3,69,1,6,3,5054,4820,4718
3,70,3,1,6,4901,5054,4820
6,71,3,3,1,4870,4901,5054
9,72,6,3,3,4973,4870,4901
3,73,9,6,3,4863,4973,4870
6,74,3,9,6,4960,4863,4973
3,75,6,3,9,5011,4960,4863
7,76,3,6,3,5088,5011,4960
7,77,7,3,6,4854,5088,5011
6,78,7,7,3,4971,4854,5088
3,79,6,7,7,4718,4971,4854
3,80,3,6,7,4700,4718,4971
5,81,3,3,6,4599,4700,4718
6,82,5,3,3,4616,4599,4700
9,83,6,5,3,4570,4616,4599
6,84,9,6,5,4710,4570,4616
3,85,6,9,6,4652,4710,4570
2,86,3,6,9,4657,4652,4710
3,87,2,3,6,4817,4657,4652
9,88,3,2,3,4745,4817,4657
4,89,9,3,2,4393,4745,4817
6,90,4,9,3,4716,4393,4745
4,91,6,4,9,4639,4716,4393
17,92,4,6,4,4741,4639,4716
40,93,17,4,6,4767,4741,4639
7,94,40,17,4,4860,4767,4741
11,95,7,40,17,4912,4860,4767
13,96,11,7,40,5302,4912,4860
9,97,13,11,7,5064,5302,4912
6,98,9,13,11,5159,5064,5302
5,99,6,9,13,5258,5159,5064
2,100,5,6,9,5282,5258,5159
4,101,2,5,6,5290,5282,5258
6,102,4,2,5,5265,5290,5282
13,103,6,4,2,5008,5265,5290
10,104,13,6,4,5055,5008,5265
15,105,10,13,6,5377,5055,5008
47,106,15,10,13,5141,5377,5055
57,107,47,15,10,5205,5141,5377
52,108,57,47,15,5277,5205,5141
85,109,52,57,47,5642,5277,5205
37,110,85,52,57,5497,5642,5277
10,111,37,85,52,5430,5497,5642
11,112,10,37,85,5386,5430,5497
5,113,11,10,37,5257,5386,5430
8,114,5,11,10,5409,5257,5386
8,115,8,5,11,5124,5409,5257
9,116,8,8,5,5557,5124,5409
13,117,9,8,8,5195,5557,5124
4,118,13,9,8,5289,5195,5557
7,119,4,13,9,5308,5289,5195
19,120,7,4,13,5083,5308,5289
10,121,19,7,4,5225,5083,5308
9,122,10,19,7,4936,5225,5083
13,123,9,10,19,5192,4936,5225
16,124,13,9,10,5184,5192,4936
