12,125,16,13,9,4800,5184,5192
11,126,12,16,13,4918,4800,5184
18,127,11,12,16,4966,4918,4800
17,128,18,11,12,5068,4966,4918
32,129,17,18,11,4785,5068,4966
29,130,32,17,18,4802,4785,5068
18,131,29,32,17,4837,4802,4785
14,132,18,29,32,4837,4837,4802
14,133,14,18,29,4626,4837,4837
16,134,14,14,18,4538,4626,4837
13,135,16,14,14,4559,4538,4626
3,136,13,16,14,4524,4559,4538
5,137,3,13,16,4673,4524,4559
4,138,5,3,13,4580,4673,4524
3,139,4,5,3,4547,4580,4673
3,140,3,4,5,4235,4547,4580
4,141,3,3,4,4302,4235,4547
4,142,4,3,3,4248,4302,4235
1,143,4,4,3,4135,4248,4302
2,144,1,4,4,4026,4135,4248
